AKM1MP6P0OYPR,0132793040,5.0,1365811200
A2KY6E0C4HX0TP,B00DR0PDNE,5.0,1393200000
A31YMI20E4F0RI,B00DR0PDNE,4.0,1391904000
A31VQLSNNLLCBI,B00DR0PDNE,5.0,1391904000
A1TF0M44NTDCXC,B00DR0PDNE,4.0,1401235200
A2845W0X62BZ9I,B00DR0PDNE,2.0,1390867200
A3SJYU0PN3Q1R0,B00DR0PDNE,5.0,1405296000
A2CMKD5B8K89FG,B00DR0PDNE,5.0,1388793600
A1I6T3OZGF4JCG,B00DR0PDNE,4.0,1399248000
AGNAJF26X88B0,B00DR0PDNE,5.0,1394236800
AFJOH886LEYC7,B00DR0PDNE,3.0,1391558400
A387Y23DR0UBKN,B00DR0PDNE,5.0,1390003200
A2523KT8QT3VTX,B00DR0PDNE,1.0,1388361600
A3E7TEH7GNKD32,B00DR0PDNE,5.0,1385942400
A3DH6YBCFTX06K,B00DR0PDNE,3.0,1389744000
A36X5V1P0KDH4L,B00DR0PDNE,4.0,1375488000
A1UYYAGZM6KA34,B00DR0PDNE,5.0,1376179200
A3JN4ZUQOP2P69,B00DR0PDNE,5.0,1397606400
A30P8O5JG9J0H3,B00DR0PDNE,4.0,1380067200
A14O2NZK81OSQ3,B00DR0PDNE,5.0,1397779200
ACDH5VMDGRQ5A,B00DR0PDNE,5.0,1389398400
A34ZVOZ8N0Z3E4,B00DR0PDNE,5.0,1394236800
A20Z3M36XHLTCD,B00DR0PDNE,4.0,1389312000
ATBBO65DYBP3H,B00DR0PDNE,2.0,1398729600
A1ULPQ73INHC6E,B00DR0PDNE,3.0,1395273600
A3UGOMBEJ1ZBWE,B00DR0PDNE,3.0,1393200000
A3OTT77CKSMTQG,B00DR0PDNE,5.0,1398556800
AXR0YBWC33P0J,B00DR0PDNE,5.0,1404432000
A1A9M72MINQAJI,B00DR0PDNE,5.0,1390089600
A1TTOBMU88ZWKS,B00DR0PDNE,5.0,1387324800
A3P7NT91ZTFJEL,B00DR0PDNE,1.0,1396828800
ANG8Q20LGO5M6,B00DR0PDNE,5.0,1386633600
AUL7NSHR50NXA,B00DR0PDNE,5.0,1404172800
A1HFJ28RSFZGPF,B00DR0PDNE,5.0,1388707200
A35O7FVMHIUPL9,B00DR0PDNE,5.0,1388188800
A15HFIL37EBL9V,B00DR0PDNE,5.0,1403049600
A3O5VXCNPHDZLR,B00DR0PDNE,5.0,1402963200
A3DJY8JLSJK7XL,B00DR0PDNE,5.0,1403568000
A2PEDMT1Y73ZAX,B00DR0PDNE,5.0,1400284800
A2K73WM0EYX0I0,B00DR0PDNE,5.0,1391385600
A1R44QNSXM6AL9,B00DR0PDNE,2.0,1405900800
A3V3NF21PBVJLN,B00DR0PDNE,5.0,1391212800
A16H8LX5PDJYSA,B00DR0PDNE,5.0,1398988800
A3JILGFAFDLQT3,B00DR0PDNE,4.0,1391644800
A14SP0VNM7M7UQ,B00DR0PDNE,4.0,1402963200
A115WK7ZV8ACS9,B00DR0PDNE,5.0,1392681600
AZZZRS1YZ8HVP,B00DR0PDNE,4.0,1389398400
A1KBXBBIOC55MT,B00DR0PDNE,5.0,1386547200
AGLNYGKM2WF24,B00DR0PDNE,4.0,1394409600
AB5USF8XGE7PG,B00DR0PDNE,5.0,1394841600
A1C264HJ2IG9OH,B00DR0PDNE,4.0,1374969600
AG55MO9BX5Y6A,B00DR0PDNE,5.0,1400803200
A3D1KG3ZTMCS7M,B00DR0PDNE,5.0,1390089600
A2JF7LK0HU3UAL,B00DR0PDNE,5.0,1396310400
AQ6G9PR3AX74T,B00DR0PDNE,1.0,1396915200
AEEZ04B8LH7C3,B00DR0PDNE,3.0,1400112000
A2KA6TO81P36V3,B00DR0PDNE,4.0,1398729600
A3AG72RA23VT6E,B00DR0PDNE,4.0,1389657600
A2ANN4TDNZ9ZWV,B00DR0PDNE,5.0,1392163200
ACMZK9YE72WUA,B00DR0PDNE,5.0,1401148800
A388J4OI68CF94,B00DR0PDNE,1.0,1405123200
A3Q4A3ZODP43P8,B00DR0PDNE,4.0,1392940800
A15YJV0INQTXY7,B00DR0PDNE,5.0,1391644800
A2C1ZV6ESXKYIL,B00DR0PDNE,4.0,1390003200
A1UFV3DRZ8X1LB,B00DR0PDNE,5.0,1391644800
AIUKESRF59C0,B00DR0PDNE,5.0,1390780800
A3XJ8IPWWG7XT,B00DR0PDNE,5.0,1389052800
A190K8F5URA9ZK,B00DR0PDNE,5.0,1399939200
A3LGIOKJ0CX1PH,B00DR0PDNE,4.0,1393372800
A3F0NY26DP4CBD,B00DR0PDNE,1.0,1390780800
A2JFGI26ACQ1AK,B00DR0PDNE,2.0,1396224000
A2ARTGGKRGR8AO,B00DR0PDNE,3.0,1398297600
A1LQ7SGLGBF0SM,B00DR0PDNE,5.0,1395705600
AD7GA7EFGE98N,B00DR0PDNE,5.0,1391817600
A3CQTWU36PWY1F,B00DR0PDNE,4.0,1389744000
A3W4750QG9AFME,B00DR0PDNE,5.0,1393804800
ARYLS99FST9SY,B00DR0PDNE,1.0,1405900800
A2MCG7LXF4SUUP,B00DR0PDNE,5.0,1394409600
AZPTBEGTKAG4,B00DR0PDNE,1.0,1393027200
A4YR2V77C9WKY,B00DR0PDNE,4.0,1389830400
A2DZ5PNQF7VCSX,B00DR0PDNE,5.0,1390780800
A3AMLI4GZUYUFV,B00DR0PDNE,4.0,1390262400
A3JNZQ1D4UABSP,B00DR0PDNE,4.0,1389484800
AW4421JSEYP0V,B00DR0PDNE,5.0,1395705600
A4F9JOUFTZNFG,B00DR0PDNE,4.0,1375488000
AYS0CSTHXDJLL,B00DR0PDNE,3.0,1378425600
AM1U9G33FYLNI,B00DR0PDNE,3.0,1390348800
A13EA3TJTJU80X,B00DR0PDNE,5.0,1397433600
AGX8ERO5783F8,B00DR0PDNE,5.0,1396137600
ABL0CWU91W97X,B00DR0PDNE,1.0,1390089600
A1VRHQBG16DBP7,B00DR0PDNE,5.0,1391558400
A3RIN2AX5IJW8Y,B00DR0PDNE,2.0,1394582400
A1LGVNSZT48QUQ,B00DR0PDNE,5.0,1403568000
A39CWR4VWF62EK,B00DR0PDNE,5.0,1391558400
A1VZ99C09TGS15,B00DR0PDNE,3.0,1405209600
A9RVF5FPVUI5W,B00DR0PDNE,5.0,1389657600
A22C0OB80LVJ39,B00DR0PDNE,3.0,1389657600
A1S6FSUO9KPK8G,B00DR0PDNE,3.0,1392768000
A3UTKN2WJTSGCD,B00DR0PDNE,5.0,1391212800
A2F3FU8QMPD7XT,B00DR0PDNE,5.0,1391212800
A2M0HQ400DUYKO,B00DR0PDNE,5.0,1394236800
ATTV0XQ6NDBPN,B00DR0PDNE,4.0,1402963200
A2QXQGJUY2EW8M,B00DR0PDNE,3.0,1384128000
A14JO0YWLYPTXH,B00DR0PDNE,1.0,1394236800
A30QF4IWT11A74,B00DR0PDNE,5.0,1389052800
A2O8HSYCPCIEKJ,B00DR0PDNE,4.0,1398816000
A17MMYVYSJXL3G,B00DR0PDNE,5.0,1389916800
A2XZBT4TOEBUGN,B00DR0PDNE,5.0,1404777600
A1BE9XEQGY3IZ2,B00DR0PDNE,4.0,1390780800
A3K0NMU0VQ0A1Y,B00DR0PDNE,5.0,1400025600
A28J3123I1QDKI,B00DR0PDNE,3.0,1389139200
